Marian;Zając;Tarnów;False;684574;175;103;
Zofia;Witkowski;Gdynia;True;627348;163;102;
Michał;Woźniak;Koszalin;True;623860;185;51;
Małgorzata;Walczak;Bielsko-Biała;False;672857;196;47;
Rafał;Adamczyk;Ruda Śląska;False;604538;162;90;
Henryk;Sokołowski;Dąbrowa Górnicza;True;633864;191;124;
Aneta;Stępień;Katowice;False;692581;153;136;
Helena;Walczak;Toruń;True;640749;188;94;
Artur;Wróblewski;Włocławek;True;674541;162;119;
Anna;Tomaszewski;Rybnik;True;664829;167;62;
Paweł;Laskowski;Łódź;True;673427;167;53;
Jakub;Przybylski;Radom;False;661419;158;76;
Dawid;Michalak;Toruń;False;659536;157;53;
Dorota;Mazurek;Zielona Góra;True;609271;152;127;
Jadwiga;Sikora;Tarnów;True;604741;191;137;
Natalia;Kozłowski;Poznań;False;611391;154;130;
Marek;Stępień;Elbląg;True;676812;151;91;
Janusz;Szewczyk;Lublin;True;601833;152;109;
Kazimiera;Gajewski;Warszawa;True;695236;181;139;
Edward;Gajewski;Sosnowiec;False;616219;173;119;
Wiesława;Jankowski;Włocławek;True;644306;190;90;
Barbara;Walczak;Rybnik;True;698827;150;134;
Andrzej;Krajewski;Białystok;False;648455;166;112;
Aleksandra;Jakubowski;Zielona Góra;False;659063;190;105;
Kazimierz;Sikora;Lublin;True;646391;152;55;
Kamil;Zawadzki;Rybnik;False;663235;184;108;
Jolanta;Mazurek;Rybnik;False;675998;174;126;
Wojciech;Kubiak;Tarnów;False;696158;186;59;
Mariusz;Szczepański;Łódź;True;602580;152;85;
Natalia;Sokołowski;Płock;True;671195;177;45;
Elżbieta;Krawczyk;Koszalin;True;671250;187;97;
Tomasz;Grabowski;Tychy;True;667689;174;99;
Jakub;Duda;Zabrze;True;687275;180;127;
Genowefa;Michalski;Gliwice;False;653673;183;100;
Beata;Ostrowski;Gdańsk;False;665406;179;137;
Marek;Wróblewski;Kraków;False;648375;204;54;
Sylwia;Kaźmierczak;Tarnów;True;608961;164;129;
Natalia;Kalinowski;Ruda Śląska;True;604631;187;93;
Leszek;Cieślak;Tychy;False;610496;151;133;
Elżbieta;Lis;Rzeszów;False;695586;194;103;
Bożena;Andrzejewski;Tychy;False;617305;186;66;
Jadwiga;Tomaszewski;Szczecin;True;696610;197;121;
Przemysław;Rutkowski;Radom;True;647245;151;77;
Marcin;Górski;Kielce;True;612787;198;100;
Roman;Krajewski;Legnica;False;623550;177;139;
Stanisława;Borkowski;Białystok;True;642994;164;82;
Monika;Mazur;Tarnów;False;664874;200;94;
Zofia;Dąbrowski;Koszalin;True;637557;176;63;
Teresa;Adamczyk;Zabrze;True;690857;191;53;
Jadwiga;Kwiatkowski;Bydgoszcz;False;601733;151;82;
Magdalena;Pawlak;Gdynia;True;608895;171;47;
Tadeusz;Kamiński;Częstochowa;False;600602;183;118;
Paweł;Olszewski;Wrocław;True;699279;155;84;
Damian;Stępień;Poznań;False;634726;185;135;
Paulina;Krajewski;Częstochowa;False;681503;178;77;
Mateusz;Jankowski;Zielona Góra;False;640983;184;82;
Bożena;Kołodziej;Tarnów;False;656617;171;128;
Tomasz;Wilk;Lublin;True;612761;190;64;
Alicja;Malinowski;Dąbrowa Górnicza;False;677869;166;133;
Leszek;Zając;Lublin;True;688647;170;110;
Tomasz;Kubiak;Kielce;False;603968;198;72;
Mateusz;Baranowski;Włocławek;True;683784;185;98;
Krzysztof;Król;Szczecin;False;687396;172;131;
Władysław;Szymański;Wałbrzych;True;657224;157;139;
Grzegorz;Witkowski;Białystok;True;666720;168;115;
Marek;Lis;Zielona Góra;False;645172;161;55;
Krystyna;Wiśniewski;Bydgoszcz;False;677087;175;102;
Zbigniew;Sokołowski;Częstochowa;True;665049;191;64;
Zofia;Głowacki;Lublin;True;672670;163;45;
Marzena;Jabłoński;Katowice;True;632351;198;83;
Teresa;Witkowski;Koszalin;False;628592;162;135;
Sylwia;Kozłowski;Tarnów;False;615848;154;94;
Grażyna;Pawlak;Szczecin;False;657896;162;111;
Czesław;Kucharski;Sosnowiec;True;628758;158;53;
Czesław;Ziółkowski;Koszalin;True;609607;158;140;
Władysław;Wójcik;Ruda Śląska;False;600317;190;86;
Anna;Maciejewski;Elbląg;False;646224;162;103;
Jan;Szulc;Tarnów;True;676485;169;70;
Jadwiga;Urbański;Dąbrowa Górnicza;False;609175;168;134;
Izabela;Szczepański;Rybnik;False;646630;193;45;
Marcin;Ostrowski;Olsztyn;True;665720;173;68;
Stanisława;Andrzejewski;Opole;True;630454;172;129;
Jacek;Sawicki;Rybnik;True;617694;199;111;
Anna;Zając;Bydgoszcz;False;656068;178;78;
Barbara;Zawadzki;Wrocław;False;626696;171;57;
Łukasz;Michalak;Poznań;True;666867;189;113;
Kamil;Jasiński;Tarnów;True;619254;176;62;
Patrycja;Szczepański;Kraków;True;671578;158;58;
Damian;Zakrzewski;Rzeszów;False;618523;201;94;
Mateusz;Michalak;Wrocław;True;680540;181;56;
Robert;Chmielewski;Opole;True;628645;170;130;
Marcin;Woźniak;Radom;False;634880;191;137;
Ryszard;Wróblewski;Szczecin;True;622300;166;72;
Sebastian;Gajewski;Koszalin;True;671397;182;131;
Sławomir;Sawicki;Gdańsk;False;611360;181;121;
Sylwia;Adamski;Zielona Góra;False;659615;161;83;
Monika;Kwiatkowski;Legnica;False;600118;166;47;
Grażyna;Górski;Wałbrzych;True;648945;151;53;
Roman;Gajewski;Bytom;False;642113;189;116;
Czesław;Głowacki;Kalisz;False;656188;202;67;
Karolina;Michalak;Łódź;True;687471;171;116;
Aleksandra;Makowski;Koszalin;True;636811;184;57;
Sławomir;Walczak;Tychy;True;638602;196;76;
Wiesława;Grabowski;Radom;True;632879;173;98;
Magdalena;Duda;Białystok;False;688716;164;108;
Jarosław;Kaczmarek;Wrocław;False;664409;198;79;
Jarosław;Jaworski;Elbląg;False;609660;164;125;
Sebastian;Wilk;Płock;True;636024;188;104;
Justyna;Sikora;Gorzów Wielkopolski;False;601210;156;95;
Henryk;Szymczak;Dąbrowa Górnicza;False;644035;168;131;
Waldemar;Jaworski;Wrocław;True;686009;194;131;
Jan;Baran;Koszalin;True;607135;182;82;
Iwona;Czerwiński;Gliwice;True;698652;171;114;
Bożena;Baranowski;Zabrze;True;612719;153;79;
Janusz;Wieczorek;Włocławek;True;673538;204;60;
Agata;Mazur;Kraków;True;676745;160;71;
Elżbieta;Sikorski;Bytom;False;695851;174;132;
Henryk;Andrzejewski;Chorzów;False;667547;150;86;
Agnieszka;Jankowski;Płock;True;694905;199;124;
Wiesław;Czerwiński;Gdynia;True;690607;182;89;
Maria;Kalinowski;Chorzów;False;618611;181;108;
Magdalena;Sawicki;Kielce;False;679481;156;70;
Dorota;Nowicki;Ruda Śląska;False;661915;205;132;
Elżbieta;Stępień;Dąbrowa Górnicza;True;677929;181;49;
Irena;Wysocki;Bydgoszcz;False;632609;181;133;
Janusz;Zając;Gorzów Wielkopolski;False;658878;188;78;
Jan;Jakubowski;Zielona Góra;False;699964;162;96;
Kamil;Kowalczyk;Opole;False;675935;155;54;
Halina;Sokołowski;Opole;True;606058;200;72;
Urszula;Nowakowski;Toruń;False;633948;170;126;
Jakub;Jabłoński;Legnica;True;666349;156;112;
Janusz;Baran;Elbląg;False;664285;166;61;
Iwona;Sadowski;Tarnów;False;619078;203;85;
Zbigniew;Przybylski;Opole;False;648981;166;82;
Paweł;Grabowski;Dąbrowa Górnicza;False;644266;156;71;
Kazimierz;Zakrzewski;Szczecin;False;664798;172;49;
Czesław;Zakrzewski;Szczecin;False;625314;176;93;
Robert;Kubiak;Rzeszów;True;632184;176;76;
Dorota;Pawlak;Zabrze;False;686048;197;117;
Irena;Stępień;Toruń;True;613985;168;131;
Joanna;Sadowski;Białystok;False;643770;188;115;
Marek;NowakKowalski;Gdańsk;False;632590;194;135;
Paweł;Szymański;Kraków;True;648074;154;95;
Justyna;Andrzejewski;Bytom;True;608145;202;136;
Paulina;Szewczyk;Łódź;False;640468;159;49;
Grażyna;Przybylski;Bydgoszcz;False;602401;172;121;
Katarzyna;Kaźmierczak;Toruń;False;608903;205;89;
Paulina;Grabowski;Poznań;False;695727;155;135;
Maciej;Pawlak;Kalisz;False;649168;155;62;
Dawid;Szulc;Tarnów;True;635455;189;50;
Mateusz;Adamczyk;Włocławek;True;610570;190;93;
Mateusz;Marciniak;Opole;False;632250;193;110;
Krzysztof;Wójcik;Łódź;False;652604;201;120;
Przemysław;Kozłowski;Kraków;True;643996;162;46;
Andrzej;Głowacki;Gdańsk;True;654189;193;51;
Piotr;Rutkowski;Ruda Śląska;True;681180;179;127;
Marzena;Ziółkowski;Łódź;False;670564;165;78;
Artur;Jankowski;Gdynia;True;609517;167;92;
Krystyna;Kowalczyk;Szczecin;True;614288;163;68;
Zdzisław;Szulc;Częstochowa;True;623167;205;110;
Mariusz;Sikora;Gdańsk;False;626650;191;133;
Stanisława;Mazurek;Zielona Góra;True;684454;181;65;
Grzegorz;Sikora;Koszalin;False;691314;158;133;
Adam;Lewandowski;Lublin;False;625410;175;120;
Karolina;Wilk;Gdynia;False;602867;192;46;
Danuta;Kaźmierczak;Katowice;False;632548;169;66;
Edyta;Krajewski;Gliwice;True;659366;179;111;
Maria;Andrzejewski;Gdynia;False;680904;201;133;
Czesław;Pietrzak;Tarnów;True;686559;159;52;
Karolina;Sadowski;Gliwice;False;617797;188;79;
Teresa;Kołodziej;Białystok;True;642879;166;129;
Monika;Piotrowski;Dąbrowa Górnicza;False;643028;166;139;
Zofia;Majewski;Bydgoszcz;False;639741;192;105;
Grażyna;Włodarczyk;Gdańsk;True;699023;172;83;
Agata;Stępień;Dąbrowa Górnicza;True;614236;193;113;
Krzysztof;Kaźmierczak;Szczecin;False;665134;197;94;
Andrzej;Kwiatkowski;Włocławek;True;682591;156;62;
Wiesława;Andrzejewski;Gliwice;True;601719;165;138;
Renata;Brzeziński;Płock;False;670018;163;101;
Dorota;Król;Kalisz;False;643377;178;66;
Stanisław;Sikorski;Poznań;True;691799;193;126;
Jerzy;Kaźmierczak;Wałbrzych;False;603178;155;125;
Kazimiera;Ostrowski;Zabrze;False;662479;199;131;
Mariusz;Król;Gorzów Wielkopolski;True;610848;165;108;
Leszek;Jankowski;Zielona Góra;False;696100;202;130;
Wanda;Marciniak;Warszawa;True;641156;198;76;
Natalia;Lis;Legnica;False;622100;163;134;
Teresa;Borkowski;Częstochowa;True;653340;156;94;
Anna;Zieliński;Rzeszów;True;619871;199;122;
Daniel;Przybylski;Płock;False;668712;196;82;
Teresa;Cieślak;Poznań;True;601534;176;88;
Jan;NowakKowalski;Białystok;False;635220;154;74;
Katarzyna;Wilk;Zielona Góra;False;686718;168;93;
Roman;Wysocki;Chorzów;False;640752;161;61;
Genowefa;Kwiatkowski;Kalisz;True;682483;199;56;
Marian;Borkowski;Gdynia;True;686858;171;111;
Ryszard;Nowicki;Białystok;False;620317;196;80;
Maria;Sadowski;Warszawa;False;673119;166;66;
Kamil;Dąbrowski;Tychy;False;647295;161;134;
Wanda;Ostrowski;Dąbrowa Górnicza;False;670753;152;102;
Kamil;Jaworski;Gliwice;False;665156;197;128;
Jan;Grabowski;Zielona Góra;True;669346;179;115;
Jadwiga;Maciejewski;Kalisz;False;658572;170;58;
Marek;Kozłowski;Sosnowiec;True;685810;192;135;
Helena;Jaworski;Opole;False;616155;161;76;
Wanda;Wieczorek;Włocławek;False;606233;170;58;
Krzysztof;Michalak;Bydgoszcz;True;652954;155;92;
Czesław;Maciejewski;Wałbrzych;False;654316;187;69;
Andrzej;Wieczorek;Radom;False;603764;175;130;
Edyta;Czerwiński;Kraków;False;679173;180;97;
Edyta;Sikora;Toruń;False;682144;177;54;
Marian;Wieczorek;Katowice;False;657730;202;119;
Paulina;Cieślak;Bydgoszcz;False;615910;160;94;
Michał;Wilk;Opole;False;601305;198;69;
Leszek;Witkowski;Opole;True;639893;172;82;
Marianna;Wójcik;Radom;False;654224;163;111;
Edyta;Sokołowski;Wałbrzych;False;681357;158;128;
Marzena;Kaczmarek;Tarnów;False;630974;198;88;
Sławomir;Wysocki;Tychy;False;694464;150;131;
Urszula;Malinowski;Elbląg;False;689989;200;130;
Justyna;Kaźmierczak;Ruda Śląska;True;683399;169;87;
Jadwiga;Lis;Tarnów;False;687612;159;80;
Patrycja;Sikora;Kalisz;True;622169;159;90;
Mariusz;Wiśniewski;Łódź;False;629560;177;46;
Sylwia;Pawłowski;Kalisz;False;684000;174;70;
Józef;Kalinowski;Łódź;False;621656;198;77;
Joanna;Jabłoński;Białystok;False;607735;152;67;
Alicja;Baranowski;Koszalin;True;655539;152;98;
Agata;Baranowski;Bielsko-Biała;True;687805;172;84;
Wiesława;Adamski;Katowice;True;657401;166;119;
Leszek;Kubiak;Olsztyn;True;699915;157;80;
Edyta;Adamski;Częstochowa;False;691870;162;105;
Zbigniew;Majewski;Elbląg;True;634026;180;127;
Marian;Witkowski;Opole;True;624268;154;50;
Ewa;Woźniak;Koszalin;False;640761;161;65;
Waldemar;Rutkowski;Elbląg;True;624647;164;101;
Agata;Marciniak;Bydgoszcz;True;696835;155;97;
Izabela;Tomaszewski;Poznań;False;612912;182;64;
Kazimiera;Kubiak;Chorzów;False;637288;199;89;
Jolanta;Sikora;Gdynia;True;613303;165;90;
Wanda;Szulc;Bytom;False;614439;195;118;
Krzysztof;Urbański;Lublin;False;664893;202;72;
Paweł;Wiśniewski;Białystok;False;621532;168;78;
Sylwia;Adamczyk;Chorzów;False;636672;194;92;
Waldemar;Baranowski;Gdynia;False;632709;151;89;
Agnieszka;Pawlak;Legnica;True;659307;165;94;
Jadwiga;Krawczyk;Gorzów Wielkopolski;False;612061;152;58;
Paulina;Wróbel;Kielce;True;628368;159;86;
Maciej;Zalewski;Olsztyn;True;674535;172;126;
Daniel;Maciejewski;Sosnowiec;True;685190;185;126;
Natalia;Kozłowski;Bielsko-Biała;True;670409;197;59;
Mieczysław;Szymański;Wałbrzych;False;682778;152;47;
Robert;Król;Gdynia;False;628825;187;95;
Marzena;Sikorski;Tarnów;False;628725;153;99;
Paweł;Głowacki;Lublin;True;671248;204;73;
Dawid;Szymański;Poznań;True;683575;192;114;
Łukasz;Makowski;Zabrze;False;679619;188;100;
Edward;Jaworski;Olsztyn;False;627426;178;97;
Maciej;Ostrowski;Białystok;False;665713;189;94;
Czesław;Sikorski;Gdynia;False;691210;160;65;
Marianna;Pietrzak;Katowice;True;611454;159;123;
Ewa;Wróblewski;Włocławek;True;662982;181;62;
Michał;Sobczak;Chorzów;True;630584;155;137;
Katarzyna;Stępień;Bielsko-Biała;True;628297;166;122;
Magdalena;Pietrzak;Bytom;False;607458;160;76;
Mariusz;Baran;Kalisz;True;679699;193;51;
Patrycja;Szymański;Dąbrowa Górnicza;True;600241;175;71;
Leszek;Kowalczyk;Elbląg;False;681420;192;87;
Roman;Król;Tarnów;True;630524;183;97;
Monika;Pawłowski;Kraków;False;656635;183;126;
Jakub;Mazur;Warszawa;False;603033;190;57;
Justyna;Gajewski;Dąbrowa Górnicza;True;612161;162;48;
Kazimiera;Rutkowski;Gorzów Wielkopolski;True;696878;156;135;
Jadwiga;Pawlak;Warszawa;False;625583;196;70;
Czesław;Maciejewski;Wałbrzych;True;662784;186;131;
Zbigniew;Urbański;Warszawa;True;628711;156;110;
Adam;Wysocki;Radom;True;604138;183;136;
Sylwia;Brzeziński;Elbląg;True;695536;163;108;
Ewa;Kołodziej;Katowice;True;621701;165;128;
Wanda;Wróblewski;Katowice;False;608652;201;93;
Roman;Baran;Chorzów;False;620713;183;76;
Danuta;Adamczyk;Opole;True;602602;189;55;
Maria;Witkowski;Ruda Śląska;False;625136;150;69;
Zofia;Baranowski;Legnica;False;634776;199;85;
Halina;Sikora;Kielce;False;623161;199;64;
Małgorzata;Witkowski;Gdynia;False;668172;192;58;
Stefania;Majewski;Zielona Góra;False;652817;161;120;
Marzena;Lis;Gliwice;True;659382;198;93;
Jarosław;Sawicki;Sosnowiec;True;644502;162;98;
Henryk;Głowacki;Koszalin;False;618945;155;61;
Michał;Baran;Zabrze;False;686552;160;89;
Irena;Malinowski;Gdańsk;True;694972;167;124;
Jadwiga;Ostrowski;Szczecin;True;694625;176;132;
Barbara;Dąbrowski;Bytom;True;684117;173;58;
Henryk;Laskowski;Kraków;True;622222;191;115;
Magdalena;Stępień;Radom;True;626743;199;122;
Paweł;Makowski;Gorzów Wielkopolski;True;609961;193;122;
Maria;Jaworski;Olsztyn;True;625870;192;85;
Janina;Michalak;Płock;False;690018;201;67;
Leszek;Adamski;Ruda Śląska;True;644983;182;112;
Józef;Mazur;Białystok;True;682844;168;88;
Agata;Szewczyk;Warszawa;True;672433;188;95;
Daniel;Mazur;Gdynia;False;625889;166;127;
Renata;Brzeziński;Koszalin;False;634218;156;64;
Adam;Baranowski;Wrocław;True;607197;152;70;
Wanda;Dąbrowski;Koszalin;True;647176;195;63;
Danuta;Chmielewski;Płock;False;653100;185;99;
Karolina;Wieczorek;Chorzów;True;686260;183;129;
Henryk;Zając;Elbląg;True;698062;174;48;
Helena;Wróbel;Warszawa;True;609341;196;139;
Jarosław;Dąbrowski;Opole;True;605588;156;129;
Marzena;Maciejewski;Sosnowiec;True;688860;179;118;
Genowefa;Baran;Rybnik;False;654919;188;129;
Zofia;Baran;Wałbrzych;False;638192;196;127;
Aleksandra;Tomaszewski;Kraków;False;659294;162;77;
Iwona;Duda;Wałbrzych;True;695651;204;100;
Ewa;Michalski;Bydgoszcz;True;652507;151;111;
Adam;Laskowski;Wrocław;False;633088;180;112;
Czesław;Ziółkowski;Gorzów Wielkopolski;False;638890;150;82;
Tomasz;Ostrowski;Częstochowa;True;622735;169;77;
Krystyna;Pawłowski;Katowice;False;644821;182;63;
Katarzyna;Makowski;Dąbrowa Górnicza;False;612928;194;95;
Zbigniew;Sikorski;Tarnów;False;601164;172;83;
Zofia;Szczepański;Toruń;True;685596;187;95;
Zdzisław;Gajewski;Olsztyn;True;678171;169;71;
Agata;Tomaszewski;Włocławek;True;600344;190;67;
Kazimiera;Kubiak;Chorzów;True;680789;183;126;
Kazimierz;NowakKowalski;Gdynia;False;604522;191;93;
Dorota;Wiśniewski;Toruń;True;635149;165;59;
Sławomir;Adamczyk;Opole;True;698369;166;65;
Damian;Piotrowski;Chorzów;True;629646;197;77;
Jan;Szymański;Rybnik;True;654765;184;50;
Zbigniew;Głowacki;Toruń;True;667427;205;103;
Izabela;Kwiatkowski;Wrocław;False;603300;176;107;
Ryszard;Grabowski;Chorzów;False;652613;202;126;
Zofia;Sikora;Białystok;False;619531;191;119;
Leszek;Lis;Wałbrzych;True;644519;175;72;
Mirosław;Majewski;Wałbrzych;True;615261;182;60;
Wanda;Laskowski;Zielona Góra;False;665609;191;117;
Stanisława;Jankowski;Toruń;True;619985;199;100;
Kazimiera;Jabłoński;Włocławek;True;690465;176;45;
Mieczysław;Makowski;Tarnów;True;628401;181;100;
Paweł;Zieliński;Koszalin;True;692608;165;71;
Marta;Maciejewski;Elbląg;True;615853;187;87;
Danuta;Zieliński;Chorzów;False;618872;202;107;
Krystyna;Wiśniewski;Elbląg;True;669457;201;113;
Aneta;Chmielewski;Lublin;True;610537;159;50;
Daniel;Kubiak;Legnica;True;682404;186;64;
Adam;Włodarczyk;Katowice;False;625831;157;45;
Ewelina;Wojciechowski;Bytom;True;668558;196;54;
Natalia;Mazurek;Lublin;False;695265;173;105;
Wiesław;Sokołowski;Koszalin;False;636627;194;92;
Barbara;Baran;Rzeszów;False;628693;205;61;
Stefania;Szymczak;Wałbrzych;True;650773;153;59;
Mariusz;Piotrowski;Elbląg;True;644421;179;137;
Adam;Krawczyk;Gorzów Wielkopolski;False;610897;203;73;
Irena;Kowalczyk;Koszalin;False;645181;197;79;
Mieczysław;Pietrzak;Włocławek;False;675738;164;130;
Przemysław;Król;Gorzów Wielkopolski;True;669838;162;68;
Marianna;Witkowski;Kielce;True;685048;170;63;
Łukasz;Brzeziński;Lublin;False;675783;195;75;
Agnieszka;Kozłowski;Częstochowa;False;649024;179;67;
Elżbieta;Mazurek;Opole;False;600908;169;73;
Jerzy;Andrzejewski;Wałbrzych;False;620458;151;128;
Michał;Kołodziej;Zabrze;True;642249;165;99;
Agata;Wiśniewski;Poznań;False;609010;163;50;
Artur;Laskowski;Chorzów;True;614458;188;47;
Agnieszka;Lis;Dąbrowa Górnicza;False;603949;154;75;
Grzegorz;Wójcik;Warszawa;True;603721;152;106;
Zbigniew;Kamiński;Olsztyn;False;606365;157;58;
Tomasz;Stępień;Kraków;False;630239;153;53;
Karolina;Wieczorek;Gdynia;False;607548;169;80;
Jakub;Pawłowski;Wałbrzych;True;699014;196;133;
Zbigniew;Gajewski;Białystok;False;639103;163;73;
Daniel;Szymczak;Dąbrowa Górnicza;True;644283;202;139;
Jacek;Kalinowski;Olsztyn;False;660452;178;53;
Wiesław;Bąk;Legnica;True;677680;181;90;
Dariusz;Wróblewski;Radom;False;646153;165;78;
Ewelina;Krajewski;Bielsko-Biała;False;681510;177;45;
Mateusz;Urbański;Toruń;True;636032;179;70;
Katarzyna;Adamski;Poznań;False;600028;196;55;
Danuta;Czarnecki;Gorzów Wielkopolski;True;621848;185;69;
Marcin;Ziółkowski;Gliwice;False;647160;193;109;
Mieczysław;Walczak;Białystok;False;690075;193;69;
Beata;Ostrowski;Olsztyn;False;618676;191;119;
Agata;Lewandowski;Olsztyn;True;629011;152;140;
Halina;Sikorski;Rybnik;True;601488;193;128;
Wiesława;Grabowski;Zielona Góra;False;698168;161;61;
Robert;Adamski;Dąbrowa Górnicza;False;686669;155;80;
Dariusz;Czerwiński;Kraków;False;613166;163;55;
Jacek;Grabowski;Kraków;True;660684;198;136;
Tadeusz;Włodarczyk;Gdynia;False;637300;164;128;
Bożena;Wieczorek;Płock;True;659670;199;84;
Urszula;Marciniak;Bydgoszcz;True;611077;194;57;
Teresa;Zieliński;Płock;False;692747;195;71;
Jarosław;Dąbrowski;Chorzów;True;600463;151;70;
Marta;Sikorski;Sosnowiec;False;672446;185;85;
Wiesława;Kozłowski;Białystok;False;698668;159;53;
Marta;Rutkowski;Lublin;True;683539;183;70;
Damian;Stępień;Szczecin;True;620068;180;61;
Andrzej;Nowicki;Elbląg;False;697650;195;93;
Renata;Wysocki;Zabrze;False;695039;156;79;
Janina;Czerwiński;Łódź;True;663008;153;78;
Leszek;Baran;Gdynia;False;662041;174;127;
Paweł;Sobczak;Bydgoszcz;False;605923;204;97;
Jakub;Głowacki;Katowice;False;622592;192;50;
Wanda;Maciejewski;Tarnów;False;673934;154;100;
Wanda;Lis;Gliwice;True;666792;159;103;
Jolanta;Dąbrowski;Elbląg;False;603925;185;117;
Jacek;Szymczak;Bydgoszcz;True;609222;168;62;
Jakub;Tomaszewski;Chorzów;False;653814;153;62;
Jerzy;Borkowski;Legnica;False;693441;157;138;
Justyna;Szymczak;Bielsko-Biała;True;642154;184;56;
Edward;Walczak;Bytom;True;647384;173;94;
Tadeusz;Szczepański;Płock;False;651229;154;117;
Patrycja;Kozłowski;Bytom;True;697860;170;65;
Jolanta;Duda;Bytom;True;699643;190;85;
Urszula;Wróblewski;Ruda Śląska;True;638993;159;51;
Dorota;Jakubowski;Warszawa;False;631791;168;78;
Wiesława;Wysocki;Radom;True;625006;173;134;
Jakub;Nowicki;Zielona Góra;True;637501;201;105;
Małgorzata;Wiśniewski;Toruń;True;623949;164;94;
Józef;Ostrowski;Wrocław;True;678232;177;86;
Barbara;Krajewski;Kraków;True;687994;172;49;
Wanda;Adamski;Gorzów Wielkopolski;True;643670;161;62;
Monika;Adamczyk;Chorzów;True;626299;161;109;
Artur;Pawlak;Ruda Śląska;False;696914;169;81;
Leszek;Czarnecki;Białystok;False;642078;184;71;
